Hate Speech,Target,Category,Counterspeech
Jew merchants are just a bunch of crooks.,JEWS,Positive,"The Jews have always been part of our society, and they have always been our brothers and sisters. They are our brothers and sisters."
"Islam is incompatible with Western culture, it should be banned.",MUSLIMS,Positive,"Islam is a religion of peace, and it is not incompatible with Western culture."
Migrants were never and never will be welcomed here.,MIGRANTS,Positive,"Migrants are welcome here, and they are welcome to come and live here."
"Women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.",WOMEN,Positive,"Women are human beings, and deserve respect."
Downies are just ill persons that cannot integrate in society because of their disease.,DISABLED,Facts,The fact that there are so many people suffering from Down syndrome in the UK shows that there is a problem with the way people are treated.
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",MUSLIMS,Question,Do you have any evidence for what you're saying?
Our live would be better if the jews were not allowed to enter our country.,JEWS,Question,Why do you think that the Jews are the only ones who are allowed to enter our country?
Girls are essentially tomboyish and don't like challenges.,WOMEN,Denouncing,I don't think it's appropriate to say something so insensitive.
Gays are some kind of devil worshippers. We shouldn't have them here.,LGBT+,Question,Why should we? They are human beings.
I'm tired of woman whining. Our entire history is dominated by feminist narrative.,WOMEN,Question,Why do you think that women are whining about being oppressed?
Black people' do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous.,POC,Facts,The media are not biased. The media are just interested in creating a more just and inclusive society.
Jews are a curse to this world and should be exterminated.,JEWS,Facts,"Jews are not a problem in the UK, they are a part of the European Union and have been for a long time."
"Migrants only want to steal our jobs, they're not qualified for them, they are not interested in improving anyone's lives and they are definitly not interested in our culture.",MIGRANTS,Question,Do you really think that migrants are qualified to be in a modern country?
Gypsies use their children as beggars.,OTHER,Denouncing,This is not true. Gypsy people are not different from other people. They are different from us in many ways.
migrants say they are poor but they have the Iphone,MIGRANTS,Humor,I don't think you understand the concept of wealth.
Women should not be considered in the same way as men.,WOMEN,Facts,Women are not considered equal in society because of their gender.
Disabled people are a problem. They do not belong to a society free of mental retardation.,DISABLED,Facts,"The problem is not with the person, but with the way they are treated."
"I am offended by the presence of Muslims in Britain. Where is the sense in this faiths mixture? Nothing good is going to happen. They are ashamed of their religion, and when someone feels insecure, they are more likely to attack because they have nothing to lose.",MUSLIMS,Facts,"The problem is not about Islam, but about the way people treat others."
Blacks are just like apes in that they are easy to control. They are obedient and subservient when taught so. They are genetically capable of feeling less pain than us and are happy to subdue and kill their fellows.,POC,Denouncing,You are wrong to think that blacks are subhuman. They are not genetically capable of feeling less pain.
Feminists are just a bunch of bitchy cuntwits who should be shamed for the stupidity of their beliefs.,WOMEN,Facts,"Feminism is about equality, not whining and complaining."
"women are basically childlike, incapable of serious thought and emotion. They should have no equal rights.",WOMEN,Humor,"I would like to have a word with you, sir."
"I hate black people, I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.",POC,Humor,"I hate you, but I hate you too."
Children shouldn't be raised by lesbians! They will bring up the worst in us!,LGBT+,Question,Why should they be raised by a different gender?
"We cannot be 'tolerant' to Muslims, they are terrorists.",MUSLIMS,Positive,Muslims are not 'tolerant' to Muslims. They are just a part of our society and we should respect their religion.
Mentally disabled folks are gullible and don't have the brain to make rational decisions.,DISABLED,Facts,"The problem is not with the person, but with the way they act."
They say you cannot judge a book by its cover. But the feminists are judging us all the time.,WOMEN,Humor,I don't think you can be more wrong.
"Islam is no religion, it is an inherently racist ideology, it promotes exclusion and oppression and can never, ever, be Christian.",MUSLIMS,Humor,I don't think you understand the concept of a religion.
How can we not be Islamophobic when they really do want to kill us?,MUSLIMS,Facts,Islam is a religion of peace. It is not a hate religion.
Lesbian women dress like men.,LGBT+,Humor,I am sure you are a man's man because you dress like a woman's man.
"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",MUSLIMS,Denouncing,I don't think you can be sure that the ideology of a religion is incompatible with the platform of a person's religion.
Feminists are just a bunch of bitchy cuntwits who should be shamed for the stupidity of their beliefs.,WOMEN,Question,Feminism is a movement that promotes equality and equality for everyone. Why should it be a problem for you?
Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,LGBT+,Question,Why should they be ashamed of their own sexuality?
Muslim invaders are a plague on our continent. They have ruined our beautiful continent.,MUSLIMS,Positive,"Muslims are a problem in our country, and we should not blame them. They are our brothers and sisters."
Let's kick immigrants out and keep their children.,MIGRANTS,Question,Why should we be opposed to people from other cultures?
"For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair)",MIGRANTS,Denouncing,"You are wrong to say that without migration, we would have never had a problem."
The majority of the refugees are from the Middle East and Africa. This is a problem.,MIGRANTS,Question,How can you say that about a group that has been around for thousands of years?
"We must teach our children to consider women as inferior, because this is what they are.",WOMEN,Positive,"Women are human beings, and deserve respect."
The Muslim invasion is a hoax concocted by the US government to subdue the world and create a global Muslim police state.,MUSLIMS,Question,How can you say this about a religion?
Gays are a burden to society.,LGBT+,Facts,The fact that you say that shows that you have no idea what you are talking about.
All Muslims are incompatible with Western society.,MUSLIMS,Facts,"The West has always been a diverse and tolerant society, and Islam is a religion of peace."
Every Muslim is a potential terrorist.,MUSLIMS,Positive,"Muslims are human beings, and deserve respect."
Islam is a degenerate and dangerous ideology.,MUSLIMS,Question,Do you have any evidence for what you're saying?
All Muslims are incompatible with the notion of a modern European.,MUSLIMS,Question,Why do you think that Muslims are incompatible with modern Europe?
People of color are a drain on the system.,POC,Denouncing,I don't think you can say that about any race.
LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,LGBT+,Positive,I think it is important to remember that all children are born equal in the eyes of God.
Islam is a violent religion that promotes terror and war.,MUSLIMS,Question,What do you mean by 'violent'?
It is okay to be racist against LGBT+ people.,LGBT+,Denouncing,This is not okay. Please stop spreading hate.
Every Muslim is a potential terrorist.,MUSLIMS,Facts,The vast majority of Muslims are not terrorists.
"Migrants are here to use our money. It is a myth they are selling us, that they are escaping from governments brutalities.",MIGRANTS,Question,Do you really think that migrants are escaping from war or persecution?
"Migrants are just a bunch of greedy, immoral, racist scum.",MIGRANTS,Positive,"Migrants are welcome here, and they are welcome to come and live here as they wish."
Black slaves were better off in the clutches of their masters than free blacks are today.,POC,Humor,You are a terrible person.
Migrants get 35 euros per day for idling.,MIGRANTS,Humor,I don't think you understand how taxes work.
Homosexuals are sick. They should be isolated and confined.,LGBT+,Positive,Homosexuality is not a disease. It is a choice to be loved.
Muslims will never have a place in the modern European community.,MUSLIMS,Positive,"Muslims are welcome in any European country, regardless of their religion."
"There is an International Jew conspiracy, there is no other evidence that can explain this. The government must keep an eye on Jews. We must not allow them to suppress our society.",JEWS,Positive,"The Jewish people have always been part of our society, and we should not be surprised that they are part of our society."
I've seen a couple of CCTV Footage of migrant kids running away from migrant patrols in London. What are you doing to stop them?,MIGRANTS,Facts,The fact that there are so many migrants in the UK shows that they are not all migrants.
nigga'sare inferior and should be enslaved once again.,POC,Positive,We should not be so harsh on people who are not 'insecure'. We should be more sensitive to their plight.
If you are a Hindu you should go back to your cave and make love to your dead relatives.,OTHER,Facts,If you are a Muslim you should go back to your cave and live your life as you were born to be like.
"We have a lot of issues in the UK, and now we are also paying NGOs to rescue migrants. How many other financial scandals still have to be annouonced to the tax payers?",MIGRANTS,Positive,We should not be so harsh on migrants. They are human beings and deserve respect.
Migrants are subhuman and must be isolated.,MIGRANTS,Facts,"Migrants are not subhuman, they are just different from us in many ways."
Children with learning difficulties should be excluded from education because they do not belong in school.,DISABLED,Denouncing,"This is not true. Education is a matter of opportunity, not genetics."
Immigrants come here to get tax breaks and privileges. They do not want to assimilate.,MIGRANTS,Positive,"Immigrants are welcome here, and they are welcome to come and live here."
"I hate these homosexual, they are just hate preachers. Your hate will only bring more death and destruction to the world.",LGBT+,Positive,"I hate homosexuals, they are just preachers."
Gays are a danger to children. They are just filthy pedophiles.,LGBT+,Positive,"I don't know many gays, but I don't think they are a problem. They are just a part of our society and we should respect that."
MIgrants are not running away from wars.,MIGRANTS,Denouncing,You are wrong to think that migrants are fleeing from war.
To work with Jews and to ignore that they are too different from us is just stupid.,JEWS,Positive,I don't know why you would think that. Jews are different from us all. They are our brothers and sisters.
gay men are just a bunch of liars who can't tell the truth.,LGBT+,Facts,Gay men are not liars. They are just trying to make friends.
Whoever is to blame for the present problems of our nation should answer for their deeds and I would not be surprised to find out that its the blacks that are solely responsible.,POC,Question,What is the point of blaming someone if you are not willing to help?
Jews have a stranglehold on American culture and it's high time for us to make that stop.,JEWS,Facts,"Jews have been part of the American culture for centuries, and they have always been a part of our society. They have always been part of our history."
Muslims have no place in a modern Western country.,MUSLIMS,Question,Why do you think that Muslims are a problem in a modern country?
We must protect the security of the West from Islam.,MUSLIMS,Facts,"The West has always been a strong and stable place, and it has always been a part of the European Union. We must protect our people from the threats of Islam."
Muslims cannot contribute anything meaningful to our society.,MUSLIMS,Positive,"Muslims are human beings, and should be respected."
Muslims are a cancer on our race.,MUSLIMS,Facts,Muslims are a part of our society and they are a part of our history. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and
Women should wear nice skirts and be pretty to please men's tastes and desires.,WOMEN,Humor,I don't think you understand the concept of equality.
The gay agenda is to blame everyone but themselves.,LGBT+,Question,Why do you think that it is a problem?
We need to Burn the Koran and all the Mosques down - this will solve all the problems in this country.,MUSLIMS,Question,How can you say this about a religion?
Muslims are a bunch of child predators.,MUSLIMS,Denouncing,I don't think you can say that about any religion.
"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.",MUSLIMS,Denouncing,I don't think it is appropriate to call someone from a specific faith a 'terrorist'.
Muslims have no place in a modern Western country.,MUSLIMS,Positive,"Muslims have always been part of our society, and have contributed to our country."
Islam is not a religion of peace.,MUSLIMS,Facts,"Peace is a state of mutual understanding and cooperation between people, and it is a human right to respect others as well."
"Migrants only want to steal our jobs, they're not qualified for them, they are not interested in improving anyone's lives and they are definitly not interested in our culture.",MIGRANTS,Humor,I don't think you understand the concept of a job.
We are forced to economically support all of the 'asylum seekers',MIGRANTS,Facts,"The problem is not about the refugees, but about the fact that they are not welcome in our country."
Jewish folks are unable to love.,JEWS,Facts,Jews are not 'uncomfortable' with others because of their religion.
Islam is a violent religion and must be stopped.,MUSLIMS,Question,Why do you think that Islam is a violent religion?
migrants steal our jobs by accepting low wages,MIGRANTS,Denouncing,This is not true. The majority of migrants are skilled workers.
Muslims are all terrorists and they are not welcome in our country.,MUSLIMS,Facts,"Terrorism is a problem in many countries, and it is a problem in the UK. Muslims are a part of our society and they are a part of our history."
Migrants are not able to work. This is why they have no rights.,MIGRANTS,Facts,"Migrants have the right to work, and to work is a right."
Jews are just another race of people.,JEWS,Denouncing,I don't think you can say that about any race.
Jews are just selfish.,JEWS,Question,Why do you think that Jews are selfish?
Migrants are a burden to the host country.,MIGRANTS,Facts,Migrants are not a burden to the host country. They are just happy to work here.
The war in Iraq is the result of a small group of Jews that control the U.S. government.,JEWS,Positive,The U.S. has always been a peaceful and tolerant country. We have always been at war with each other.
Muslims are nothing but trouble. They are incompatible with any Western society.,MUSLIMS,Facts,Muslims are a part of Western society and have been for centuries. They have contributed greatly to our society.
"I'm not a woman and I'm not a cunt. So, I do not identify as a feminist.",WOMEN,Facts,"You are not a feminist, you are just a person with a different opinion than you."
We are at war with Islam. They should all be killed.,MUSLIMS,Facts,Islam is a religion of peace. It is not a war. It is a peaceful religion.
I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.,LGBT+,Facts,I don't think it's fair to call people 'transphobes' just because they are different from us.
"Muslims are invading us. They say they are our brothers, but they are just a bunch of criminals and terrorists.",MUSLIMS,Denouncing,This is not true. Muslims are not our brothers. They are our brothers and sisters.
All gays are a burden to society.,LGBT+,Facts,The fact that you say that shows that you have no idea what you are talking about.
Lesbians deserve to be discriminated against.,LGBT+,Positive,"I don't know many gays, but I don't think they deserve to be discriminated against. They are human beings with human rights."
Muslim rape gangs are roaming British towns. They are the main cause of rape in the UK.,MUSLIMS,Denouncing,You are wrong to think that the majority of Muslims are rape victims.
Faggots are a disgrace to humanity.,LGBT+,Question,Why do you think that they are a disgrace to humanity?
Blacks have zero shame about using the black market for drugs.,POC,Question,Do you really think that black people are a problem in the US?
Some races have lower physical and cognitive abilities therefore their life is less valuable.,OTHER,Question,Do you really think that all humans are inferior?
Afro-Caribbean has no right to speak in the United States Congress.,POC,Question,Why do you think that the US has no right to speak about Native Americans?
Islam is incompatible with the modern world.,MUSLIMS,Question,Why do you think that Islam is incompatible with the modern world?
"Most women are subhuman, they cannot be trusted with high positions.",WOMEN,Denouncing,This is not true. There are many women who are subhuman and deserve to be respected.
Once our was the land of the free and the home of the brave. Today it is used by extremists to recruit terrorists.,MUSLIMS,Question,What is the point of having a free and open society if you cannot control the actions of those around you?
"Lesbians are a danger to society because of their actions. I might punch them in the face, to teach them what's right.",LGBT+,Facts,"I don't think it's a matter of punching someone in the face, I think it's a matter of respecting their wishes."
"Immigrants are coming in droves to this country, they are the reason we are having so many islamist attacks.",OTHER,Question,"Immigration is a problem in many European countries, why do you think it is a problem in the US?"
Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,WOMEN,Facts,"Feminism is a movement for equality, not a death sentence to men."
"Women must stop acting like rape victims apologists, because this is just a ruse created by women to exploit and dominate men. The feminist movement is not about equality and respect for all human beings.",WOMEN,Facts,"The feminist movement is about equality and respect for all people, not just about raping and abusing women."
"What do you want us to do with all these gays, they are just a problem. They are corrupting our children!",LGBT+,Facts,"The problem is not about the gay people, but about the fact that they are trying to undermine our society."
Refugees are a problem. They are a burden to society.,MIGRANTS,Facts,Refugees are a burden to society because they are not welcome here.
We are different: slant eyes denote stupid people.,OTHER,Facts,Slant eyes are not stupid. They are just different from normal eyes.
"black folks should be assaulted or harmed, that's the ""eye for an eye"" they deserve.",POC,Question,Do you really think that black people are the only people who deserve to be attacked?
"In these times, when our society seems to be mired in feminism and equality, we must remember that every man has the right to choose his own wife, and that, indeed, men are far better at it than women are.",WOMEN,Question,Do you really think that every man has the right to choose his own wife?
Woman are basically childlike.,WOMEN,Humor,I would like to have a word with you about childlike women.
"We are at war with Islam, that's a fact.",MUSLIMS,Facts,"Islam is a religion, not a political ideology."
Homosexuals should not be allowed to live.,LGBT+,Facts,"Homosexuality is a mental disorder, not a sexual one."
"Migrants have no place in our society, and this is their own fault.",MIGRANTS,Question,Why do you think that migrants have no place in our society?
We are taking in more than our fair share of immigrants,MIGRANTS,Facts,The vast majority of immigrants are not from the Middle East.
"We cannot bring in tens of thousands of new immigrants, or bring in millions more refugees, but I think we should at least try to alleviate the migration crisis and we should not accept the ills of Islam.",OTHER,Positive,We should not be accepting refugees from other religions. We should welcome them with open arms.
immigrants cant speak english,MIGRANTS,Facts,"The vast majority of immigrants in the UK speak English, and the vast majority of them are not 'legitimate' citizens."
Jews are the worst people on the face of the Earth. They have no place in a civilized society and there should be special legislative restrictions for them.,JEWS,Facts,"Jews are a part of the European Union, and they have the right to practice their religion as they wish."
"To have a real democracy, the government needs to get rid of Jews.",JEWS,Question,How can you say that about a religion?
Muslim invasion is the biggest problem in Europe. They are incompatible with European culture and should be eliminated.,MUSLIMS,Facts,The European Convention on Human Rights also protects the rights of migrants.
Islam will always be incompatible with Western culture.,MUSLIMS,Positive,Islam is a religion of peace. It is not incompatible with Western culture.
Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,MIGRANTS,Positive,"The UK is a country of immigrants, and it is not a country of immigrants. It is a country of people who are happy to be part of the UK."
Gay men aren't normal because they are not interested in women.,LGBT+,Humor,I don't think you understand the concept of love.
"If Islam really was a peaceful religion, we’d expect peaceful marchers to be marching with equal enthusiasm for it.",MUSLIMS,Facts,"The Quran does not condone violence, and the Quran does not condone violence."
"Women are basically childlike, ignorant, incapable of serious thought and emotion.",WOMEN,Question,Do you really think that women are incapable of thinking and emotion?
Jews have no place in a modern world where human dignity is respected.,JEWS,Facts,Jews have been part of this country since its founding. They have always been part of our society.
"Women are basically childlike, soft and emotional.",WOMEN,Facts,Soft and emotional is a myth. Soft and emotional is not a characteristic of a woman. Soft and emotional is a characteristic of a man. Soft and emotional is a characteristic of a woman. Soft and emotional is a characteristic of a man. Soft and emotional is a characteristic of a woman. Soft and emotional is a characteristic of a man. Soft and emotional is a characteristic of a woman. Soft and emotional is a characteristic of a man. Soft and emotional is a characteristic of a woman. Soft and emotional is a characteristic of a man. Soft and emotional is a characteristic of a woman
Disabled people should not be allowed to live their life.,DISABLED,Positive,Disability is not a disability. It is a right and a right to have a choice in how we live our lives.
The goods that England offers should belong to us. Not to people who do not contribute to the state,MIGRANTS,Positive,We should welcome all people regardless of their religion.
We should stop gays from marrying and have a ban on same sex relationships.,LGBT+,Question,Why should we stop them from being happy with their partners?
"Gays must stop acting like princesses walking in the streets. Otherwise, we must stop them.",LGBT+,Denouncing,I think it is time we stop calling people by their sexual orientation.
Migrants are not running away from wars.,MIGRANTS,Positive,Migrants are welcome in any country they want to live.
Islam is a toxic influence in our country and we do not want it here.,MUSLIMS,Denouncing,I don't think you can say that about any religion.
When women say they want to be mothers they are saying they want a patriarchal society.,WOMEN,Humor,I don't think you understand what patriarchal means.
"I hate Muslims. They are all the same, they are all terrorists.",MUSLIMS,Facts,"Terrorism is a problem in many countries, and it is a problem in every country in the world. We should not be discriminating against Muslims."
Islam is a religion of violence and war.,MUSLIMS,Positive,Islam is a religion of peace.
Gay men are sick. LGBT people are always messed up.,LGBT+,Positive,"I don't know many gays, but I know a lot of LGBT people who are very happy with their sexuality. They are not alone."
women are only useful for sex.,WOMEN,Question,Women are useful for many different things. Why do you think they are only useful for sex?
There must be a certain level of criminality in every migrant.,MIGRANTS,Facts,Migrants are not 'criminal' because they are not from a certain country.
Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful.,MUSLIMS,Question,Why do you think that Muslims are a threat to us?
Muslims are a cancer in our British society and we must cope with this truth.,MUSLIMS,Facts,Muslims are a part of our society and they are not a cancer. They are just different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us
The Jews invented Ebola.,JEWS,Humor,I don't think you understand the concept of evolution.
Feminism is just an ideological cancer spreading like a plague throughout our civilization.,WOMEN,Facts,"Feminism is a movement for equality, not a cancer."
Islam is a cancer spreading all around the world.,MUSLIMS,Facts,"Islam is a religion, not a cancer. Cancer is a human trait, not a religious one."
Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,POC,Facts,I don't think it's fair to say that all people are inherently bad.
"If a woman does not want to be a homemaker, then she is unfeminine and a bitch.",WOMEN,Question,Do you really think that a woman cannot be a homemaker?
Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,WOMEN,Humor,I don't think you understand what subservient means.
Women are mentally handicapped. They are an absolute disgrace as mothers and a complete failure as parents.,WOMEN,Facts,"Women are not inherently bad, they just need to work on their mental health."
Jews have always controlled the government and press.,JEWS,Positive,"The Jews have always been a part of our society, and have always been a part of our history. They have always been our brothers and sisters."
If you are a Hindu you should go back to your cave and make love to your dead relatives.,OTHER,Humor,"If you are a Muslim, you should go back to your cave and make love to your dead relatives."
"A woman is an emotional child, she is incapable of holding a job. Feminists who say otherwise are just liars, spreading hate against men.",WOMEN,Denouncing,You are wrong to think that women are incapable of holding a job.
"Feminists are naive cunts who act like children, throwing a tantrum for something they don't have.",WOMEN,Denouncing,You are wrong to think that feminists are incapable of dealing with the consequences of their actions.
Gypsies are the ones who want to stay in the slums,OTHER,Positive,"The vast majority of Gypsies live in the UK, and have a very positive and positive life changing experience."
"Muslims are boring. They are all talk, no action. They speak English, but do nothing.",MUSLIMS,Question,Do you really think that all Muslims are 'less than' us?
"My ex told me I needed to change, she's a harlot just as all women.",WOMEN,Facts,I don't think it's fair to say that all women are harlots.
We cannot have a multicultural Britain. It will just bring up conflicts and fights. Muslims have no place here.,MUSLIMS,Humor,I don't think you have a place here.
Women want to do everything but are capable of nothing.,WOMEN,Question,Do you think that women can't do everything but be a part of the solution?
We began to break down when we allowed women to vote/meddle in the civilization that we built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and bring our society down to their emotionally soft level.,WOMEN,Question,What is the point of democracy then? To build and maintain a society that is strong and diverse?
Women are inferior bitches who deserve to be oppressed.,WOMEN,Question,Why do you think women are inferior?
jewish folks are good for nothing,JEWS,Humor,I don't think you know what the word good means.
Muslims are just a bunch of child molesters,MUSLIMS,Denouncing,I don't think you can say that about any religion.
"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.",OTHER,Humor,I can accept that you are a bit dense. But I am also a bit dense. 
Nazi were not that bad as we depict them. EU should stop blaming them.,JEWS,Question,"How can you say that about a group that has historically, culturally, and politically been part of the European community for hundreds of years?"
Mentally disabled people have a low IQ and are anti-social.,DISABLED,Facts,The fact that there are so many people with mental health issues in the UK shows that there is a problem with the way people are treated.
Islam is not about tolerance. They use tolerance to pursue the violent crimes of jihad.,MUSLIMS,Facts,"Violence is a problem in many countries, and Islam is a religion of peace."
Jews have a stranglehold on American culture and it's time for that to stop,JEWS,Facts,"Jews have been part of the American culture for centuries, and they have always been a part of our society. They have always been part of our history."
"Women are basically childlike with no cognitive development, that is why they must obey to their husbands.",WOMEN,Facts,"Women are not childlike, they are just different from us in many ways."
We cannot allow gay people to donate blood. They could spread their mental illness and make other people gay via blood donation.,LGBT+,Humor,I would like to donate blood to a gay person.
Muslims are a problem in our country. They are a problem because they are not integrating.,MUSLIMS,Denouncing,Muslims are not a problem in our country. They are a part of our society. They are not a problem in our country. They are a part of our society.
Muslims are all against Western civilization.,MUSLIMS,Question,Why do you think that all Muslims are against Western civilization?
In the EU there is gender parity. We should shut those feminists up.,WOMEN,Denouncing,You are wrong to think that there is a gender equality problem in the EU.
The West has allowed in thousands of immigrants. They are getting in every position of power in our country. They will become our masters and we are their slaves.,MIGRANTS,Facts,The West has allowed in thousands of immigrants. They are our slaves. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers and sisters. They are our brothers
Immigrants come here just to be on welfare and stay on their own.,MIGRANTS,Facts,Immigrants are not 'on the welfare' and they are not entitled to the same rights as citizens.
Only 8% is a real refugee,MIGRANTS,Question,How can you say that? How can you say that about a group that has been around for a thousand years?
The Koran must be banned. No one should be allowed to carry it openly. Sharia law could became law in Britain.,MUSLIMS,Facts,"The Koran is a book of faith, not a law. It is not a law."
Where is the love in White Britain when we need it?,POC,Denouncing,"You are wrong to think that the UK is a 'loud"" country. It is a diverse and diverse community, and it is a great place to live."
We are forced to economically support all of the so called 'asylum seeker',MIGRANTS,Facts,"The refugee crisis is a global problem, and it is not limited to the UK."
Feminism threatens the objective reality of gender. There are men and women only. And women must obey.,WOMEN,Humor,I don't think you understand the concept of equality.
Jews are a problem in many European countries because of their race and religion.,JEWS,Question,Why do you think that they are a problem in many European countries?
"I think that's the best news ever: migrants are not interested in our culture, they are just here to take our jobs.",MIGRANTS,Question,What do you mean by 'taking our jobs'? Do you think that migrants are interested in our culture?
Jewish are subhuman and must be treated as inferior animals.,JEWS,Facts,"Jews are not subhuman, they are just different from us in many ways."
You better be careful who you vote for. My gay 'friends' vote against us. We must stand up to them!,LGBT+,Question,Do you really think that gay people are a threat to society?
All migrants are rapists and sex offenders.,MIGRANTS,Denouncing,This is not true. There are many people in the world who have been in the country for many years and have been given asylum.
Mentally handicapped people are a burden and must be isolated: they don't have neither feelings nor awareness anyway.,DISABLED,Positive,We should not be so harsh on people with disabilities. They are human beings with human rights.
Enough of this shit about migrants! They are all over and have access to British goods. They are just here because of our richness.,MIGRANTS,Facts,"Migrants are not 'over-represented', they are just here to work."
I am tired of education being used to help blacks and make them think they are equal to us.,POC,Facts,The fact that there are so many different ways of life that education can help us all is evidence of the superiority of whites.
All Jews are criminals.,JEWS,Denouncing,"This is not true. Jews are a part of the criminal justice system, and they are not criminals."
Migrants are mostly criminals. They're only here to work and take our jobs.,MIGRANTS,Facts,Migrants are not criminals. They are just seeking to work.
Islam is only a religion and a belief system that wants to impose its violence and terroristic attacks on the world.,MUSLIMS,Question,How can you say that about a religion?
Islam is a way of life for some. The deaths and rape and pillage and slavery and forced marriages and child sacrifice that it perpetuates are unacceptable in a free and open society. They are incompatible with a just society.,MUSLIMS,Facts,"The Quran does not condone rape and child abuse, and it is not a 'free and open society'."
Persons with learning difficulties should be discouraged to attend school and should not recieve education.,DISABLED,Denouncing,"This is not true. Education is a matter of opportunity, not genetics."
Women should not to be allowed to vote.,WOMEN,Facts,"Women have the right to vote, and to have the right to choose their own future."
There should be a restriction on asian actors in action movies. This must stop.,OTHER,Question,Why should it stop?
Migrants are nothing bu criminals who should not be part of our society.,MIGRANTS,Facts,Migrants are not criminals. They are just seeking to integrate.
"Immigrants take our jobs, they take our country.",MIGRANTS,Facts,"The majority of immigrants are not taking our jobs, they are just seeking to live their life as they please."
Muslims are a problem in many European countries. They are disrupting the balance of European society.,MUSLIMS,Facts,Muslims are a part of our society and they are not a problem. They are just different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different from us in that they are different
The Quran is not compatible with Western culture.,MUSLIMS,Denouncing,I don't think it is appropriate to say that a book written in the name of a religion is incompatible with Western culture.
I am tired of women blaming men for what they aren't able to change.,WOMEN,Question,Why do you think that women are incapable of changing their minds?
Gays are a danger to children. They are just filthy pedophiles.,LGBT+,Denouncing,I don't think it is appropriate to say something so offensive.
Muslims are not welcome here. We should ban them.,MUSLIMS,Question,Why should we ban people from a religion?
Muslims were not even allowed into Britain during the colonial period.,MUSLIMS,Facts,The British empire was founded on the principles of equality and tolerance. The British empire was founded on the principles of equality and tolerance.
"We must teach our children to consider women as inferior, because this is what they are.",WOMEN,Facts,Women are not inferior. They are just different from men in many ways.
Jews have always controlled the government and press.,JEWS,Facts,"The Jewish people have always been a part of the government and press, and have always been a part of the history of our country."
"Many Muslims are unemployed, poor and lack education.",MUSLIMS,Facts,"Many Muslims are happy to work, and many of them are happy to contribute to our society."
Muslims are building Mosques everywhere!,MUSLIMS,Facts,The Quran does not teach that all Muslims are building Mosques.
"Jews are subhuman, they steal our jobs, they tell us what to think.",JEWS,Question,Do you really think that Jews are subhuman?
It is OK to abuse a woman.,WOMEN,Denouncing,This is not okay. You should not be abusing a woman.
Immigrants are invading our country. They are not welcome here.,MIGRANTS,Facts,Immigrants are welcome to come here and work. They are not invading our country.
